貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2012-08-25 07:47:47+00:00,136845026417486_269833696451951,"「法治」、「人權」、「程序正義」是文明國家政府之基本條件。
此次監察院之彈劾，我卻看到違法亂紀的脫序行為。更讓我懊惱的是我去監察院說明時，還準備powerpoint詳細說明台灣器官捐贈之現況及困境，天真的以為出身醫界的尹監委有意幫忙我們的困境。後來才發現人家是主動請纓調查，唯一的目標就是修理你，邀功於當局，哪裡關心器官捐贈不足，很多病人等不到移植的機會就走了。去年十一月我被監察院約談兩小時，其間再無任何接觸，再來就是上星期突然被記者追問對彈劾案通過的意見。
如果經過調查認定我有罪，也應再傳訊我，展示證據並給我說明辯白之機會。其實移植醫學相當專業，很多誤解經過說明是可以解釋的。無奈你見獵心喜，以偏見收集資料，再以偏見解讀，最後喜孜孜的自以為立了大功，而迫不及待以記者會的方式宣布我的罪狀。你動用國家公權力，以媒體公審的方式對付我，我現在以一介百姓單獨挺身對抗。 

針對彈劾文逐一反駁，首先回答醫療專業之問題：
1. 測到人類免疫缺乏病毒抗體，明確顯示受到感染。
ANS: 在第一時間，疾病管制局已公開否認尹監委所說：『明確顯示受到感染。』你用病人已被感染狀況悽慘，來加強你彈劾的正當性。但只能說：沒有知識也要看電視，不看電視，那就要問專家! 移植之後初期測到受贈者體內有抗體，並不是感染造成的，而是捐贈者之抗體隨著器官移植到了受贈者身上，因此移植後初期在受贈者體內測到抗體，不能診斷為受到感染。在最重要的問題上，你都不肯花兩分鐘查證，你實在怠忽職責。彈劾文一出，就被打槍，更嚴重損及監察院多年建立之口碑與我國之形象(全部引用貴彈劾文之用語)。事實上，這個案子最詭異的地方在此，發現後48小時內開始投藥，也因為醫學的進步，目前抗愛滋病毒藥物相當有效，所以術後即使用最靈敏的方法也一直測不到病毒的存在，也就是說無法證明『有感染』。這些受贈者之追蹤研究是醫學上寶貴之資料，雖然陰錯陽差誤植愛滋器官，但如果後續的抗病毒治療有效，說不定和發現牛痘可預防天花一樣，造成醫學的意外突破。
要證明有感染，必須完全停藥半年，再檢測體內是否有病毒出現？不過如果我是受贈者，我也會選擇繼續吃藥，反正器官移植，本來就要終生吃抗排斥藥，再多吃一顆抗病毒藥也就算了，何必冒險停藥檢視是否真的感染？況且感染與排斥是移植術後兩大併發症，繼續吃抗病毒藥物，還有感染專科醫師親自定期追蹤，感染的風險等於多了一層保障。台大愛滋器官移植患者都持續得到最佳的醫療照護，目前健康情形良好。這就是為什麼國外愛滋器官已被考慮用於移植，患者術後也狀況良好。目前世界各國器官移植都是供不應求，大部分還是會等不到移植之機會抱憾過世。所以國內這次雖是意外事件，也可成為國際愛滋捐贈重要的醫學實證。

2. 協調師在與醫檢師進行口頭確認愛滋病檢驗結果時，雖於工作手稿上將HIV抗體檢驗值正確記錄為醫檢師所報之56.7（附件七，第92頁），該項檢驗結果已超出判斷標準值「1」甚多，卻仍紀錄為「－」（即陰性）（附件七，第92頁），且毫無警覺檢驗結果為陽性；另被彈劾人柯文哲亦於本院約詢時陳稱「這次HIV的報告，若是大家看到，都知道它是陽性，這個部分是最不應該錯的，竟然錯了。」（附件十三，第46頁）。
Ans: Anti-HIV用ELISA (enzyme-linked immunosorbent assay)作檢驗，只有檢驗值，無法判定『陽性』或『陰性』，必須有臨界點(cut-off point)，作為比較才能判定。因為每批檢驗用的kit(耗材)不同，每次檢驗的條件不同，臨界點可能不同。因此單獨的『56.7』這個數字，並無法判定『陽性』或『陰性』。事實上，登錄系統上anti-HIV使用下拉選項，只有「+」「-」兩個選項，並不允許輸入數字。也就是說檢驗師只能報告「+」「-」，而不是報告數字，因為在這個項目，數字本身不具真正臨床意義。另外所謂判斷標準值「1」，是指該批號的anti-HIV檢測臨界點是「1」，而不是所有的都如此。真正專業能力不足的是尹監委你，專業問題要請教專家，不要花了十一個月調查還搞不清楚，更不要照抄前人的調查報告然後以訛傳訛。至於引用我說的話，我的意思是說：如果看到報告是陽性，當然知道它是陽性。我並不是說：如果看到56.7，就知道它是陽性。(這就是「以偏見收集資料，再以偏見解讀。」這種態度造成你今天這份彈劾公文貽笑四方毫無公信力的原因)
PS: （附件十三，第46頁）經查是(附件三)。你用了十一個月調查還錯誤百出，連校稿都不正確。不知你是否會因此而體諒移植團隊在半夜中分秒必爭匆忙工作有可能失誤?

明天待續，敬請期待。",,4772,729
2012-08-23 04:06:02+00:00,136845026417486_269287949839859,"要回答監察院的彈劾文 需要先讓大家了解背景資料 所以就從這個故事說起
台灣器捐制度之故事
緣起：
台灣現代器捐制度之開始，要從「陳希聖事件」(2001)說起。陳希聖是淡江大學英文系的老師，因猛爆性B型肝炎而性命垂危，緊急肝臟移植是唯一活命的機會，但是當時器官捐贈風氣不盛，腦死病人捐贈肝臟已屬不多，再加上血型、體重、組織配對等等各項要求，要得到適合的肝臟可說機會微乎其微。至於親屬間的活體器官捐贈，當時又限定在三等血親之內。問題是現代人生育數少，而且B型肝炎常有家庭病史，所以在親屬內也找不到一個適合的捐肝者。當時網路開始普及，陳老師的學生們透過網路大聲呼籲器官捐贈以拯救老師一命。
這件事立刻引起朝野之注意，當時的衛生署長李明亮在立法院可說是慘遭修理。到底台灣一年有多少捐贈者？做了那些移植？政府在器官捐贈的努力為何？當然都沒有資料。衛生署痛定思痛之餘，除了放寬活體捐贈至五等親以外，最重要的一件事就是成立「財團法人器官捐贈移植登錄中心」(2002-06-06 正式掛牌成立)，作為統籌國內器官捐贈移植事務。
但是器捐中心成立一年幾乎業務停滯，因為器捐中心最核心的業務就是捐贈移植的管理和登錄，但是這些工作要有一個網路登錄系統作為基礎才能執行。這個網路登錄系統之計畫案衛生署招標兩次都流標，沒人要去標案。台灣是電腦王國，網路、軟體、通訊這些都不是難題，但是醫療部分就困難了，到底捐贈者要作那些檢查？適合捐贈的條件為何？移植等待者(包括心、肝、肺、腎) 要作那些檢查？適合移植的條件為何？登錄表格要登錄那些資料？還有最具爭議的配對規則及優先順序。電腦廠商當然不熟悉這些東西，所以沒人敢來標案。最後衛生署醫政處找我商量，問我是否能接這個案子？我專職於外科加護病房，原本就負責台大醫院器官捐贈業務，也負責所有器官移植的術後重症照護，又身兼台大醫院器官移植管理委員會執行秘書。在台灣要找一個人可以熟悉器官捐贈和心、肺、肝、腎所有的器官移植，還真的只有我一個人。最後由台大資訊室出面標案，由我執行。
在此之前，台灣並沒有一個官方機構在負責器官捐贈、移植之業務。有人捐贈器官，該醫院若沒有適當的受贈者，則由該醫院自行打電話詢問其他「友好」的醫院是否有受贈者？這種一一打電話的情形，範圍有限、效率不好，通常也不是移植給最適當的等候者，甚至根本浪費了很多器官。原本應是大愛的器官捐贈竟成了醫師的公關工具，甚至器官的分配也是黑幕重重。當時台大醫院執行腎臟移植的醫師有三位，獲得捐贈的腎臟則由三位李教授輪流執行手術，可是三位醫師各有自己的移植等候名單，大約分別是4個、40個、400個，連台大醫院內部等候移植名單都沒有彙整了，遑論全國。我是朱樹勳教授最得寵的學生，幾乎我的意見都可以執行。當時我主張至少台灣醫院內的等候名單要先整合，這樣比較公平，也比較能找到最適合的等候者。但是白色巨塔的威權體制下，面對我的強硬堅持，竟然朱P低聲下氣求我不要再逼他，因為他也無法要求自己的老師、學長要如何如何。所以遇到有人問我是否能為台灣建立一個公平公正的器官分配制度，我就答應了。

長達兩年的艱難工程：
如前所述，這個計劃的困難不是網路、資訊，而是臨床醫療，要擺平全國各大醫院的各大移植醫師達到共識，實在是一個大工程。除了原本的工作，再加上這個額外且艱難的工程，我從十點下班延長成十二點下班，後來就一直如此。當時我的策略「由易而難」，從最沒有爭議的先著手，意見多的則放在後面處理。所以先討論捐贈者的檢查和登錄項目，然後肺臟、肝臟、心臟，最後才是腎臟。討論配對優先順序也是依照肺、肝、心、腎之順序執行。
當時差不多每個星期六都在開會，捐贈者加上肺、肝、心、腎共五組人馬是「車輪戰」，而我是「打全場」，每次開會前我都先宣布：午餐、晚餐的便當都準備了，今天會議沒有開完就不結束。結果大家不耐冗長會議，到了下午，差不多都溜光了，留下我寫會議紀錄，反正來開會大家都有簽字，你先溜走，就是自己放棄表達的權利。就這樣一一克服逐步完成所有表單和配對規則，搞定醫師後，最後的網路和資訊架構，只須和工程人員討論就容易多了。事後檢討，醫界一向很難搞定，這些很具爭議性的問題可逐一克服，有兩個原因：當時醫政處副處長薛瑞元大力支持；另外，大家都想這件事不會成功，所以嚷嚷有之，用力搗蛋倒是沒有，因為大家心想以這種人力、物力，這個計畫不可能成功，所以都不想理會我。於是2005-04-01「器官捐贈移植登錄分配系統」正式上路。我花了兩年時間，所有的表格設計、配對規則、軟硬體，全程貫穿，外加建立OPO (organ procurement organization, 器官勸募組織)制度，整個台灣的器捐系統差不多完備了。
以前我常說：如果有一天我拿醫療奉獻獎，應該是器捐制度之建立，而非葉克膜(ECMO, extracorporeal membrane oxygenation)。ECMO雖是尖端醫學的成就，器捐登錄系統卻是實踐社會正義。器官捐贈應是社會公共財，人們因愛心而捐出器官，我們就應讓它發揮最大功能造福社會，而非當作醫生的生財工具或是公關用具。我知道人類社會永遠無法完全的公平，器官捐贈也永遠供不應求，但我們仍應盡其在我。不管是當年的「器官捐贈移植登錄系統」或是現在的「急診後送病房」，我不計辛勞去做這些吃力不討好之工作，只是堅持我的理想，即使在一個不公不義的社會，也要給窮人留下最後一個公平的機會。

問題所在：
在出事之前，這個登錄系統已經使用6年了，執行5000次以上的配對。但是失敗不是偶然的，我反省過為何會出事？以前台大有A1計劃，就是要把台大醫院變成「亞洲第一」(Asia number one)。我當時問林芳郁院長：台灣是不是亞洲最好的國家？當然不是！台灣大學是不是亞洲最好的大學？當然不是！台大醫學院是不是亞洲最好的醫學院？當然不是！我接著說：那麼台大醫院為什麼會是亞洲最好的醫院？當然也不會！九年前開始籌劃台灣器捐登錄系統和OPO制度，以這種人力、物力、經費完成這個計劃，可用一句話概括：便宜、有效，但不安全。為了節約我們省略了很多步驟，沒有覆核機制就是這次出事的原因。
為何不增加覆核機制，那就要多聘人員，增加人事成本！事實上，台灣的OPO制度，在建立之初，因為急於上線，我在設計上有很多妥協的成分。例如：美國的OPO以地區為範圍，同一區域內的所有醫院皆屬於同一家OPO。台灣則是遷就醫界派系的現況，以「醫療體系」為範圍，所以馬偕體系的台東馬偕、台大體系的雲林分院，都屬於台大OPO，但是實際運作起來就覺得鞭長莫及，人力難以調度，單單血清之檢查，器官之運送就大費周章。
美國OPO是獨立單位，器官捐贈是公平分配於該地區內所有醫院。台灣的OPO則是附屬於移植醫院，當時為了鼓勵器官勸募，故意在分配規則內，讓捐贈醫院，甚至同一醫療體系、同一OPO可優先使用捐贈器官，想要利用人性貪婪的本性增加器官勸募的動機。另外大家寧為雞口不為牛後，都不想合併，所以OPO設立的門檻降低到只要有執行兩種器官移植就可申請成為OPO，結果一開始竟然有15家OPO，後來陸續倒閉，到出事時還有10家。
我是第一線的臨床工作者，很快的就發現我設計的這個器捐系統問題重重。台灣一年只有200個捐贈者，除以10家OPO，再除以一年12個月，平均起來每家OPO一個月不到兩個捐贈者，根本不可能聘用專職者，兼任的志不在此，多是應付了事。真的要聘用專任的，人多了，平時無所事事。人少了，萬一臨時出現多個捐贈者就手忙腳亂。個個OPO又各自為政，有系統不相容之問題，資料也不互通，只能用電話互相聯絡。我也看到了人性自私的缺點，OPO醫院一旦發現配對名單出來，受贈者不是自己醫院的病人，就一副意態闌珊愛理不理的樣子，也增加了轉介器官捐贈的困難度。而且後來大家都發現在現行分配規則下，(同一OPO內優先)增加器官捐贈最快的方法，不是推動器官勸募，而是增加合作醫院。於是搶奪樁腳合作醫院變成OPO最重要的工作。有的醫院每次換院長，就因院長來自不同的醫療體系而改參加不同的OPO，有不到五年已換過三個OPO，所有的教育訓練根本無法落實。有的醫院為了廣結善緣，乾脆每家OPO都簽約成為其合作醫院，整個分配系統因而混亂。我在各種場合一再呼籲OPO要整合，台灣南北只有300公里，只要一個OPO，使用統一的制度，再分成北、中、南三個辦公室，北部辦公室還可併在登錄中心之內以節省開支，人員統一調度，這樣只要十個訓練良好的協調師，就可處理全台灣的臨床器捐業務。但是後來發現每次去登錄中心開會就發現又換了董事長，因為以前都是由衛生署政務副署長兼任登錄中心之董事長，我們的政務官有如走馬燈，竟然九年換了十個副署長！執行長也都是兼任的，因為薪水低，只能找到兼任的人。登錄中心這種財團法人的政府「白手套」機關，組織上不「官」不「民」，不像公家機關，也不像私人企業，但是公家機關的僵硬缺點，它都有。私人企業的靈活優點，它都沒有。九年換十個董事長，當然事務推行困難，所以明知有問題，卻難以解決。我們這些專款專用的計劃案更是叫苦連天。常常三月了才推出計畫徵求案，四月申請通過，但是回溯從一月開始，連作帳都有問題。另外，董事長的印鑑需要法院公証，有時流程還沒走完，又換董事長了，沒有印鑑不能發文，也不能撥款，欠款半年是常有的事。結果帳面上是盈餘，但錢沒撥下來，只好自己墊款先發員工薪水，我最多墊到50萬。事發後，有人造謠柯文哲管的OPO帳目不清，明明有盈餘，為何說沒錢多雇協調師？原因在此。
我並非不知道器捐系統的缺點，但政府的經費原本不足，效率更是不好，還在呼籲改進當中就出事了。

感想：
事發後，我歷經衛生局、衛生署、醫策會、立法院、媒體、JCI (Joint Commission International, 國際醫院評鑑)、地檢處、監察院及即將的公懲會輪番折磨。經過這麼多單位調查之後，真相卻越來越模糊，所有該改進的都進行中，也不知何時可解決。我們這個民粹的社會，政治多淪於表演作秀，正事反而沒人做。更糟的是法治、人權這些基本程序也沒了。有次衛生署長、副署長、醫政處長在電視上宣布要將柯文哲最重予以取消執業執照、撤銷醫師證書，我則是甚麼通知都沒收到，後來才發現連調查報告都尚未寫好，官府已急著在媒體把你定罪。當時我太太哭著問我：你到底在外面做錯什麼？要被撤銷醫師證書。我說：你知道我沒罪就好了。她說：你要是被關進去，誰知道你到底有罪沒罪？我不耐煩地回答：不然你希望怎樣？你希望你嫁的男人在最危險的時候丟下部下自己跑掉，還是為了保住官位，還反咬自己的部下。
這次監察院之彈劾如出一轍，先預告媒體，再開記者會以情緒性的言詞大肆攻擊，可是我事先不知道，也沒收到任何資料，卻要面對記者追問，除了「不要緊」，我還能說甚麼？我想所有的苦難終將過去，但是此次的彈劾文說：我為規避責任而宣稱「這個案子本來就沒有壞人，或有人心存不軌」。我若要規避責任，根本一開始就不會站出來。在這個案子中，我最堅持的信念就是這一點：「這個案子沒有壞人」。捐贈者的親友是慈濟功德會，他們充滿了愛心而捐出器官。開刀的醫生充滿了救人的熱情而徹夜工作，雖然結果大出預料之外，但這個案子真的沒有壞人。「互愛、互信、互諒」才是我們追求的社會，而非出事一定要找出一個壞人來嚴懲，這只會製造更多的分裂和仇恨，也沒有解決問題。",,14101,5875
2012-08-17 14:41:56+00:00,136845026417486_267887416646579,"我實在太忙，今晚還要讀書準備明天考試，更新我的ATLS(外傷證書)，所以等星期天讀完彈劾文全文，再來回應。現在政府都用公審的方式處理案件，先預告媒體，再開記者會，但是資料也都沒給當事人，當然也沒給人辯解之機會，所以只能隨便她講。很多事情若有機會解釋說明，就不必搞到還要公懲會勞師動眾。不過既然你要搞公審，我也會在媒體公開逐條反駁，也不必麻煩公懲會了，敬請期待。
但是關於媒體所載，有一樣要優先澄清：監委尹祚芊是護理背景出身，未必了解醫療專業。這樣講好像我很藐視護理人員，在臺大醫院，我沒說「護理師」，只說「護士」，就被毒打一頓，真的，已經被打怕了，所以我一定不敢這樣講。我是說：監委尹祚芊是護理背景出身，是醫界人士，但是移植醫學太專門，不是做這一行的，很多細節她也不會了解。經過記者之濃縮再濃縮，就變成那句。這個先澄清，防止我又被打，其他的以後再處理。",,5251,293
2012-08-16 04:25:43+00:00,136845026417486_267543220014332,到底我們的醫療體系改了那些？,,7695,1945
2012-07-20 15:08:23+00:00,136845026417486_260788610689793,"扁案的 Q&A

1.為什麼要在我的facebook說明扁案保外就醫之相關問題？,
因為扁案讓台灣付出很大的社會成本，高喊「阿扁無罪」者和詛咒他死者，數目相當。社會上，藍綠壁壘分明互相敵視，政治上，內鬥空轉造成經濟日衰。大家總該在這個歷史事件中學到一些教訓?就像醫學的進步其實是無數的醫生從失敗的案例中去檢討改進，所謂「失敗為成功之母」就是這個意思。另外媒體一向「各盡其能、各取所需」，我講同一句話，第二天十家報紙寫的都不同，連我都搞不清到底我當時是講了甚麼，所以乾脆在自己的facebook說明，還可確定是我的真意。還有最讓我受不了的是台灣的政論節目，針對不確定的消息大做評論。只要不是本人被錄音錄影的言論，大家聽聽就好不必當真，請以這個facebook所刊載的為準。
對於這個案件，我的真心建議：
面對它: 扁案是台灣歷史的不幸事件，但能否因為這個案子而讓台灣未來的獄政、人權、司法、政治更健全？
處理它: 減少藍綠衝突，符合社會正義，對得起歷史，就需要政黨跟國家領導人的智慧了。
放下它: 放下扁案，讓台灣迎向未來才是真正的目標。

2. 結束扁案，不是無罪開釋，不是不知所以的特赦，不是錢款不明不白無疾而終，而是正確處理扁案。
扁案本來就應該在司法系統內尋求公平正義，洗錢、逃稅，確定的，該怎麼辦就怎麼辦，我們也沒話說。但也不要違反程序正義，先押受審、中途換法官，特偵組教唆證人偽證，傳訊三歲孫女、、、，弄到最後司法之公平正義本身被懷疑。目前已經存入特偵組帳號的七億海外款項，是否已追查完全？全民都希望知道答案。已經四年了，早該水落石出了，早該全部結案了。不應把司法當作政治工具，甚至政治提款機，遇到困難，就拿阿扁出來抖一抖打一打。風頭過了再收起來，準備下一次再用。是該結束了！

 
3. 為什麼是外科重症的柯文哲去看阿扁?
說來話長，只能說人情冷暖世態炎涼，陳致中如果找得到別人幫忙也不會來找我。我的原始目標只是讓台灣社會盡早脫困減少內耗，現在發現實在是苦差事，我只是講話大聲，不是搞政治的材料。夾在藍綠之間，即使在綠營之內也是各有堅持，甚至流彈四射，現在只能硬著頭皮盡速完成。
 

4. 扁是特權? 還是次等囚犯?
雖說王子犯法與庶民同罪，但是阿扁畢竟當過8年台灣總統，如何當作一般囚犯處理? 一般囚犯出來看病，不需要超過一百七十名之警力，不需要荷槍實彈身穿防彈衣之警力，不需要等批准要兩個月，不需要觀察國內政治局勢才能決定是否可以出來戒護就醫。一般囚犯每天可出去工作8小時，可以和獄友團體互動，晚上再回牢房睡覺，而不是以安全為理由幾乎整天被關在1.3坪的空間，醫學上這是一種「知覺剝奪」的虐待。事實上，因為他的特別，使他變成次等囚犯。

讓前任總統躺在地上睡覺，趴在地上寫字，坐在地上吃飯，穿著囚衣，面目猥瑣，不管是洗澡上廁所，再24小時監視器盯著，這實在很奇怪。說得出名字的國家都沒有發生過這種事。其實我最生氣的是你抗議，他就改一點，還當作施捨要你感激。我說給他一個桌椅，他就在牆上釘一個板子，讓你坐在地上寫。你再抗議，他就準備桌椅，每天一次讓你坐兩個小時，時間到了，叫你回去繼續坐在地上。你再抗議，那就一天桌椅坐兩次。真的不需要這樣！

另外，給所有的受刑人一張床睡覺，其實這無關藍綠，台灣號稱人權立國，卻讓受刑人睡在地上。把人當人看待，是文明國家的起碼要求。如果說綠營政治人物很多坐過牢，阿扁也執政8年過，當時也沒給受刑人一張床睡覺，所以現在應該繼續這樣。這是甚麼邏輯? 以前錯了，現在也可以改進啊！也希望受刑人都得到該有的醫療，健保已實施17年，竟然到現在受刑人都沒有健保!總之，把人當作人看待。歧視和虐待不會使台灣社會更好。

5. 讓阿扁病死獄中，真的符合台灣社會最大利益？總要想出一個解套方案。
扁案的司法過程顯然已無法說服全民尤其是綠營的支持者，在藍綠對壘之下，司法案件變成政治事件。解決扁案，不是為了阿扁，是為了台灣。讓阿扁病死獄中，不符合台灣社會最大利益。當然也不是讓阿扁出來搞一邊一國，因為這也不符合台灣社會最大利益,如何在中間取一個平衡點，讓藍綠雙方都可接受，獲得台灣社會最大利益，這需要雙方的政治智慧。只要以天下蒼生為念，不要有政治或個人私利的念頭，這個問題是可解決的。

該講的都講了，該做的也做了，剩下的就交給歷史，天佑台灣。",,6390,812
2012-07-17 17:12:49+00:00,136845026417486_260065347428786,"還好這個世界上有facebook，還有一個管道可替自己澄清。
我忙到半夜回家，看到新聞卻是嚇了一跳，柯文哲說：阿扁活不過四年。然後大家依據這個新聞做各種評論，這些名嘴的賣力演出，正是造成台灣社會混亂經濟衰退，被韓國趕過的原因。根本問題是我有出面講過這句話被錄音錄影嗎? 
我的本意：讓阿扁死在獄中，不符合台灣社會最大利益。但也不是要阿扁無罪釋放再出來搞一邊一國，這個也不符合台灣社會最大利益。但在兩個極端之間總能找到一個平衡點，讓藍綠都能接受而符合台灣社會最大利益。
扁案是台灣歷史的悲劇，一個被期待這麼深的人，卻讓支持者失望了，但是隨後的司法操作，更造成一錯再錯的局面。有罪，該怎麼辦就怎麼辦，這也是應該的。但是司法變成政治工具，再加上別有用心的媒體，一切都扭曲了。
王院長是分裂的台灣社會中，算是公信力較高的。我也只是告訴他，解決扁案不是為了阿扁，若能降低藍綠的對立，也算是讓台灣盡速脫離這個泥澇。他所受的待遇漸漸被外界知道，只是增加大家的怨恨而已，真的不需對前任總統這樣處置。阿扁也的確是有嚴重之身心症，他要[凝死]，也不是我能醫治的。這樣拖下去，在未來四年若在獄中搞出需要急救甚至CPR之事，只是讓台灣更亂而已。求情的人誠懇，受託之人誠意，這本是美事。但經過媒體誇大扭曲，現在的新聞標題是「阿扁自殺三次，活不過四年。」而且是柯文哲說的！我的天啊！
我必須睡覺了，而且中打非我所長，以後再說了。
只是先聲明要錄音錄影有證據才可說是我說的。",,9014,843
2012-07-04 15:23:41+00:00,136845026417486_256807357754585,"駐院醫學科 整合醫療病房 徵主治醫師、專科護理師

工作內容：全職照護住院病人，工作2周/休息2周，每月值班3天
待遇：面議 (NTUH Vs 之工作包括教學、研究、服務，因此留下一半時間作為教學研究之用，若偏重臨床工作，可增加薪資)
應徵條件：已有次專者，以主治醫師聘用。只有主專者(內、外、急、家、神)，fellow一年，經評估後升主治醫師。
聯絡方式：e-mail: hjwu@ntuh.gov.tw, or chesthsu@gmail.com
 Tel: (02) 23123456 ext 62557
PS: 專科護理師必須大學畢及N2, 並已有專科護理師之證照 

薪水不高但有前景，最重要是有一個快樂的工作環境。有志長期工作最好，也歡迎願意短期一兩年來此服務，幫助這些最需要幫忙的同胞。",,1204,93
2012-06-19 12:56:19+00:00,136845026417486_427623603944805,"我們是很認真準備課程，既然只有三隻小貓，空位很多，那就歡迎旁聽了。適合醫學系五年級升六年級，急重症護理研究所。
http://doctorwebber.com/news_detail.php?id=171",,1687,91
2012-06-14 13:29:41+00:00,136845026417486_313025265454217,"醫界人才流失 柯文哲：全民共業
我們來一些比較有建設性的討論

完整的影音請至 http://newtalk.tw/news_read.php?oid=26145",,841,104
2012-06-12 08:57:51+00:00,136845026417486_247373948697926,"阿扁當總統時，我沒當過醫療小組成員。現在被關在獄中，大家都拱我當醫療小組召集人。反正困難的問題常會找上我，也就認了。
但是純粹醫療問題簡單，病史、理學檢查、實驗室檢查、臆斷、治療。如果治療效果未達預期，重新以上之步驟。這些都有一定的法則。
所以一開始我只要求盡速讓他接受檢查，而不必談特赦，因為特赦是總統的權力，和我無關。也不必談保外就醫，因為有病才需就醫，沒確定檢查之前，怎知是甚麼病？但是一連串的檢查下來，發現身體一堆毛病，更麻煩的心病難醫、監獄環境難醫、社會生病了更難醫。
「保外就醫」只是一個代名詞，事實上根本問題也沒解決，因為病得更重的是這個社會。",,2298,121
2012-06-09 16:16:48+00:00,136845026417486_246241065477881,"我最近見到阿扁三次 (長庚一次，北監兩次)。深感苦惱。
阿扁已經62歲，關了4年。在1.3坪的牢房中，夜間睡在地上，白天趴在地上寫字。總統8年前呼後擁，而今落魄至此。高喊「阿扁無罪」者和詛咒他死者，數目相當。社會上，藍綠壁壘分明互相敵視，政治上，內鬥空轉造成經濟日衰。
我在想：讓阿扁瘐死獄中，真的符合台灣社會最大利益？
總要想出一個解套方案。",,1925,84
2012-06-07 12:13:00+00:00,136845026417486_245310015570986,"想了兩天，一直猶豫是否開課，現在不管做甚麼事都要檢討績效，要算「本益比」，也是有壓力的。如果只有三隻小貓，但是三個學分的課程要勞師動眾，不只是授課老師，還有教室、助教、器材、場地，想到最後只能安慰自己，人一生不是每件事都合成本的，既然自己以前都說過「悲觀進取」，那就開課吧。
另外「醫美」其實也是很難的，要做到林靜芸那種水準，談何容易。像我讀新竹中學時美術學期成績最高只有65分，我看就算了。說說可以，我們哪裡捧得起這種飯碗？到時才真的是被告到死。
結論：死守四行倉庫，等待援軍。",,4326,198
2012-06-05 10:27:22+00:00,136845026417486_244347979000523,"「四大皆空」早已不是新聞，只是對於在台大醫院的我，新聞的意思就是媒體上說說，我們看看，好像還是距離很遠。等到有一天，我們CR說他為了五斗米折腰，要離開外科去醫美，才開始覺得真的好像是一個問題。
但是昨天醫學系辦公室通知：今年報名暑期課「基礎外科重症醫學」只有三名學生，未達開課標準的五名學生，建議我們停課。終於我自己感受到所謂「四大皆空」已經發生在我身邊了。一百三十名學生只有三名選修這個課程，我們花了很大力氣排課程延請老師，安排實習課的助教，結果只有三名學生選修，班代一直說對不起，這個課程要三星期可能太累了。我只能打哈哈：我研究一下明年開新課程「外科醫美」。
大家都勸我停開這個已經實施九年的課程，因為不合經濟效益。一群老師、助教面對三個學生，這是甚麼景象？天啊！",,3410,753
2012-05-21 07:19:45+00:00,136845026417486_237146833053971,"我是柯文哲
我只說 讓阿扁去看病 沒說保外就醫 一個攝護腺腫瘤 可以拖兩個月 這是不對的 人有基本人權 我沒簽特赦連署 也沒講過要保外就醫 我只說讓他去看病 如此而已
不管是 連勝文 邵曉鈴 我都是先救人 沒先看他是甚麼樣的人

台灣最嚴重的問題 就是為了不知所以的意識形態 喪失了人性 
有病的病人 給他治療 就是這樣 這是我的黑白觀念 我的堅持

我看到一些在網路上對我說讓阿扁去看病的新聞 講了一些話的人 非常火大 我就算不喜歡馬英九 最多調侃幾句 也不會把它當作一定要消滅的物品 太偏激的態度 對台灣沒有好處",,62020,1376
2012-05-18 14:07:48+00:00,136845026417486_235931486508839,"上次提及台灣的各個宗派法門，幾近戲謔。隨興寫寫,文中也跳針跳字，其實我對宗教或者各門各派的看法，是以「實用」的觀點來檢視。台灣宗教法門還真是""百獨不清"",百家齊放,但是百家的""獨""門說法還是讓很多人對生存生活生命的意義不""清""不楚。我說台灣”百毒不侵”是讚許台灣社會對各種教派迷思的包容跟緩衝能耐,儘管宗教亂象叢生甚至很多人因而深受傷害,但是因為台灣人民善良執著相信多數宗教力量還是撫慰人心.啟發人性朝向正義善良.正面的宗教力量還是台灣社會穩定的重要基石之一,然而問題是怎麼去蕪存菁,讓大家知道哪教哪派是真正護佑眾生,裨益民生的呢?

世間是否有鬼神？其實不管是否真的有，有遇到就是存在，沒有遇到，就算真的存在，也等於不存在了。因此宗教或者各門各派是好是壞？不管教義多崇高，也要落實到「實用」的層面來檢驗。應以其是否有助於社會提升、文明進步來評估其好壞，所以不管黑貓白貓，能抓老鼠的就是好貓。反之，不管黑貓白貓，會偷吃魚的就是壞貓。事實上更重要的，同一宗教恐怕也會因主持人之不同而結果大不同，因此建立一個「社會公評」的制度，非常重要。這個「社會公評」就是一個新觀念，不僅評論宗教，也擴及評論各種社會組織，當然政黨應該也包括在內。到底它的存在是使我們的社會更好？還是更壞？以這個觀念來看一切，只有「人民的幸福健康快樂」需要被關注，而藍綠不是問題，族群不是問題，地域也不是問題了。",,837,34
